   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.035    0.035 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cm.py:1(<module>)
        1    0.000    0.000    0.035    0.035 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:26(<module>)
     1394    0.007    0.000    0.035    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:277(_set_edgecolor)
      354    0.024    0.000    0.035    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
 1404/722    0.013    0.000    0.035    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/units.py:142(get_converter)
      211    0.001    0.000    0.035    0.000 <__array_function__ internals>:2(linspace)
        1    0.000    0.000    0.035    0.035 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:1(<module>)
       65    0.004    0.000    0.035    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:729(from_list)
     6995    0.030    0.000    0.035    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:139(geterr)
      422    0.006    0.000    0.035    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:584(_get_info)
4777/2585    0.010    0.000    0.035    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:660(get_xaxis_transform)
     1128    0.004    0.000    0.034    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:301(set_label1)
     6478    0.015    0.000    0.034    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:59(_scale_dashes)
  950/918    0.012    0.000    0.034    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:413(bounds)
     2964    0.012    0.000    0.034    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/multipledispatch/conflict.py:12(consistent)
     1128    0.004    0.000    0.034    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:314(set_label2)
        1    0.002    0.002    0.034    0.034 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geos.py:1(<module>)
       52    0.001    0.000    0.034    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/geoaxes.py:536(add_feature)
     1062    0.005    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
       32    0.001    0.000    0.034    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/spines.py:147(get_window_extent)
        1    0.000    0.000    0.034    0.034 /lmt/venv/ilamb/lib/python3.8/asyncio/__init__.py:1(<module>)
    11459    0.031    0.000    0.034    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.033    0.033 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/series/__init__.py:1(<module>)
        1    0.000    0.000    0.033    0.033 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/numeric.py:1(<module>)
    27620    0.033    0.000    0.033    0.000 /lmt/venv/ilamb/lib/python3.8/sre_parse.py:233(__next)
    28924    0.033    0.000    0.033    0.000 {built-in method builtins.min}
      211    0.012    0.000    0.033    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/function_base.py:26(linspace)
      106    0.000    0.000    0.033    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:435(get_metrics)
     2500    0.015    0.000    0.033    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1401(set_dash_capstyle)
     1022    0.010    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/copy.py:66(copy)
     1425    0.008    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1748(frozen)
       32    0.000    0.000    0.032    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/fontconfig_pattern.py:113(parse)
       38    0.032    0.001    0.032    0.001 {method 'compress' of 'numpy.ndarray' objects}
     1909    0.032    0.000    0.032    0.000 {method 'read' of '_io.BufferedReader' objects}
      441    0.004    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2710(_revalidate)
    12007    0.018    0.000    0.032    0.000 {built-in method builtins.abs}
    10200    0.032    0.000    0.032    0.000 {method 'getint' of '_tkinter.tkapp' objects}
     1863    0.004    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2181(get_affine)
      576    0.002    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/geoaxes.py:212(<listcomp>)
     2635    0.026    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:776(set_weight)
     1054    0.012    0.000    0.032    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:512(__init__)
       22    0.000    0.000    0.031    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axislines.py:351(update_lim)
      150    0.000    0.000    0.031    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cm.py:81(_generate_cmap)
       26    0.001    0.000    0.031    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:1894(add_line)
        1    0.000    0.000    0.031    0.031 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:1(<module>)
     1603    0.005    0.000    0.031    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3130(around)
      304    0.004    0.000    0.031    0.000 /lmt/venv/ilamb/lib/python3.8/sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.031    0.031 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:6381(pyparsing_common)
     4236    0.011    0.000    0.031    0.000 /lmt/venv/ilamb/lib/python3.8/enum.py:278(__call__)
        1    0.000    0.000    0.031    0.031 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/solvers/solvers.py:1(<module>)
        4    0.000    0.000    0.031    0.008 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/grid_helper_curvelinear.py:335(_update)
        4    0.000    0.000    0.031    0.008 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/floating_axes.py:297(_update_grid)
        1    0.000    0.000    0.031    0.031 /lmt/venv/ilamb/lib/python3.8/site-packages/netCDF4/__init__.py:3(<module>)
      440    0.004    0.000    0.031    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:254(to_rgba_array)
      778    0.012    0.000    0.030    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:73(geom_factory)
        1    0.000    0.000    0.030    0.030 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:275(Specifier)
      667    0.012    0.000    0.030    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:198(__init__)
        1    0.000    0.000    0.030    0.030 ./ilamb-run:40(InitializeModels)
        1    0.000    0.000    0.030    0.030 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/matrices/immutable.py:1(<module>)
     1000    0.012    0.000    0.029    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_methods.py:63(_clip_dep_is_scalar_nan)
     2365    0.015    0.000    0.029    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ModelResult.py:40(__init__)
        1    0.022    0.022    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ModelResult.py:67(_findVariables)
       30    0.000    0.000    0.029    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:772(__init__)
       31    0.001    0.000    0.029    0.001 /lmt/venv/ilamb/lib/python3.8/_collections_abc.py:824(update)
     1698    0.008    0.000    0.029    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2654(__init__)
     4606    0.017    0.000    0.029    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:943(__len__)
     1354    0.008    0.000    0.029    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:994(__init__)
     1758    0.009    0.000    0.029    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:1137(score_weight)
        2    0.000    0.000    0.029    0.014 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/ufunclike.py:50(func)
        1    0.000    0.000    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2254(Parser)
       53    0.029    0.001    0.029    0.001 {method 'close' of 'netCDF4._netCDF4.Dataset' objects}
        1    0.000    0.000    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/elementary/trigonometric.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2838(<lambda>)
        1    0.001    0.001    0.029    0.029 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2838(<listcomp>)
    40/20    0.001    0.000    0.029    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:863(_process_values)
        1    0.000    0.000    0.028    0.028 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/integrals/__init__.py:1(<module>)
     3354    0.008    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/weakref.py:475(setdefault)
      404    0.010    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:504(_bind_draw_path_function)
    30192    0.028    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/assumptions.py:252(as_property)
      322    0.028    0.000    0.028    0.000 {built-in method builtins.compile}
     1084    0.010    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1635(set_major_locator)
     2184    0.004    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/text.py:1100(set_y)
       62    0.002    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1935(_get_label)
     4671    0.011    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:373(get_transform)
      431    0.002    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:24(parse)
      234    0.003    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:964(set)
     2656    0.016    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:812(set_size)
    15640    0.024    0.000    0.028    0.000 {built-in method _abc._abc_instancecheck}
     7180    0.017    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:545(__new__)
      164    0.002    0.000    0.028    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:812(_update_transScale)
     2635    0.012    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:757(set_style)
      778    0.003    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:1526(nonsingular)
     1242    0.007    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:747(_convert_units)
       72    0.002    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:873(get_extent)
        1    0.000    0.000    0.027    0.027 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/matrices/expressions/__init__.py:1(<module>)
      920    0.004    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2258(get_matrix)
      224    0.011    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:691(_compute_offset)
      517    0.005    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:617(update_position)
     3354    0.014    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/weakref.py:271(setdefault)
     2797    0.014    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/inspect.py:2477(__init__)
     2500    0.011    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1355(set_dash_joinstyle)
      926    0.002    0.000    0.027    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:292(set_edgecolor)
    29360    0.027    0.000    0.027    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.027    0.027 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/power.py:1(<module>)
        1    0.000    0.000    0.027    0.027 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:305(__init__)
     2500    0.011    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1370(set_solid_joinstyle)
      452    0.004    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:260(<listcomp>)
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/linalg/_sketches.py:1(<module>)
      230    0.002    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:651(_set_facecolor)
  244/122    0.003    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2320(frozen)
     2500    0.011    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1415(set_solid_capstyle)
      120    0.002    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/__init__.py:2580(from_location)
     1098    0.013    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:1043(update_from)
       62    0.000    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:925(_gen_axes_patch)
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/special/error_functions.py:1(<module>)
     2224    0.011    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/text.py:1122(set_verticalalignment)
       60    0.003    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:2309(readprofile)
       62    0.002    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:604(set_figure)
     1473    0.015    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/posixpath.py:71(join)
       98    0.001    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:1457(__init__)
       38    0.002    0.000    0.026    0.001 {built-in method builtins.eval}
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:738(dumpScores)
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/sparse/__init__.py:1(<module>)
      134    0.001    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/grid_finder.py:172(transform_xy)
      963    0.026    0.000    0.026    0.000 {built-in method io.open_code}
        3    0.000    0.000    0.026    0.009 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/parsing/sympy_parser.py:878(stringify_expr)
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/asyncio/base_events.py:1(<module>)
        1    0.000    0.000    0.026    0.026 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:253(CompositeScores)
      466    0.002    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1783(transform_point)
        6    0.021    0.004    0.026    0.004 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:256(_loadScores)
     2220    0.014    0.000    0.026    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:101(_cnfmerge)
  538/378    0.002    0.000    0.025    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2343(__eq__)
        8    0.000    0.000    0.025    0.003 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/grid_finder.py:130(_get_raw_grid_lines)
        1    0.000    0.000    0.025    0.025 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:1(<module>)
      120    0.001    0.000    0.025    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/__init__.py:2027(_by_version)
       18    0.000    0.000    0.025    0.001 /lmt/venv/ilamb/lib/python3.8/tokenize.py:429(_tokenize)
      106    0.001    0.000    0.025    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1307(contains_branch_seperately)
       98    0.001    0.000    0.025    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:1473(_update_metrics)
       12    0.000    0.000    0.025    0.002 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:289(get_window_extent)
        9    0.000    0.000    0.025    0.003 /lmt/venv/ilamb/lib/python3.8/tokenize.py:98(_compile)
       23    0.000    0.000    0.025    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:844(set_fontconfig_pattern)
     3456    0.007    0.000    0.025    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/fromnumeric.py:553(swapaxes)
        1    0.000    0.000    0.024    0.024 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:876(rc_params)
      369    0.003    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:3087(view)
        2    0.000    0.000    0.024    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:735(draw)
       23    0.000    0.000    0.024    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:657(_parse_fontconfig_pattern)
      138    0.001    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1483(transform_path)
      124    0.002    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:393(get_renderer)
        1    0.000    0.000    0.024    0.024 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/function.py:1(<module>)
     2500    0.010    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1095(set_linewidth)
     2272    0.008    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:1005(set_zorder)
        1    0.000    0.000    0.024    0.024 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/shape_base.py:1(<module>)
      319    0.001    0.000    0.024    0.000 <__array_function__ internals>:2(vstack)
     2504    0.010    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/lines.py:1061(set_drawstyle)
        1    0.000    0.000    0.024    0.024 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/pycode.py:1(<module>)
     2632    0.010    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:767(set_variant)
      286    0.001    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2722(get_transformed_points_and_affine)
       26    0.001    0.000    0.024    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:1834(__init__)
 3301/725    0.016    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/sre_parse.py:174(getwidth)
      106    0.001    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1287(contains_branch)
        2    0.000    0.000    0.024    0.012 ./ilamb-run:283(BuildLocalWorkList)
     5886    0.013    0.000    0.024    0.000 {method 'setdefault' of 'dict' objects}
       44    0.006    0.000    0.024    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:893(__call__)
       82    0.000    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/docstring.py:113(dedent_interpd)
      526    0.009    0.000    0.024    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:185(_to_rgba_no_colorcycle)
        6    0.000    0.000    0.023    0.004 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:319(_initConfrontation)
     1758    0.019    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:1119(score_stretch)
     1555    0.003    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.023    0.023 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/spatial/transform/__init__.py:1(<module>)
        2    0.017    0.009    0.023    0.012 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Confrontation.py:125(__init__)
       26    0.003    0.000    0.023    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:1549(__init__)
     9589    0.023    0.000    0.023    0.000 {method 'match' of 're.Pattern' objects}
     2668    0.007    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2047(transform)
      120    0.001    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/__init__.py:2033(<listcomp>)
    19108    0.023    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/coords.py:41(__init__)
2797/1485    0.006    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:736(get_yaxis_transform)
       62    0.001    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:2245(_get_offset_text)
      412    0.002    0.000    0.023    0.000 <__array_function__ internals>:2(cumsum)
        2    0.000    0.000    0.023    0.011 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Variable.py:1463(bias)
        2    0.023    0.011    0.023    0.011 {built-in method posix.system}
      236    0.001    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1621(__eq__)
       94    0.002    0.000    0.023    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/cache.py:137(func_wrapper)
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/codeprinter.py:1(<module>)
      392    0.016    0.000    0.022    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      297    0.001    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:522(_get_text1_transform)
      677    0.015    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/sre_compile.py:276(_optimize_charset)
     1362    0.007    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2553(__init__)
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/artist.py:1(<module>)
    16899    0.022    0.000    0.022    0.000 {built-in method builtins.iter}
       36    0.001    0.000    0.022    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:1494(_add_data_doc)
     2632    0.015    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/font_manager.py:794(set_stretch)
      236    0.002    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2237(__eq__)
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/ccode.py:1(<module>)
3752/3256    0.004    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/spines.py:208(_ensure_position_is_set)
     1152    0.018    0.000    0.022    0.000 {built-in method matplotlib._path.cleanup_path}
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/spatial/transform/rotation.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/__init__.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1(<module>)
      568    0.003    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2275(blended_transform_factory)
       34    0.000    0.000    0.022    0.001 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axes/_base.py:846(set_position)
     9725    0.014    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/logic.py:225(__new__)
     1701    0.004    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
      744    0.005    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:1556(set_units)
      124    0.003    0.000    0.022    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:444(open_file_cm)
     4164    0.019    0.000    0.022    0.000 {built-in method numpy.empty}
  310/296    0.001    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3737(parseImpl)
      724    0.010    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:163(connect)
        1    0.000    0.000    0.021    0.021 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/algebraicfield.py:1(<module>)
     2431    0.008    0.000    0.021    0.000 <__array_function__ internals>:2(result_type)
    29844    0.021    0.000    0.021    0.000 {method 'lstrip' of 'str' objects}
      297    0.001    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:525(_get_text2_transform)
      129    0.021    0.000    0.021    0.000 {built-in method io.open}
      788    0.011    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:577(__call__)
      681    0.004    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:1430(getmaskarray)
        1    0.000    0.000    0.021    0.021 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/spatial/transform/_rotation_groups.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /lmt/venv/ilamb/lib/python3.8/site-packages/cf_units/__init__.py:17(<module>)
      344    0.002    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/markers.py:748(_set_tickleft)
     1368    0.021    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:2517(_find_first_ge)
        1    0.000    0.000    0.021    0.021 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/index_tricks.py:1(<module>)
      545    0.004    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1506(transform_path_non_affine)
      112    0.001    0.000    0.021    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:899(_get_glyph)
