   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/ssl.py:467(Purpose)
       23    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:1090(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/geometry/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/sysconfig.py:138(is_python_build)
       72    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:1705(transform_non_affine)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/matrices/matrices.py:2107(MatrixDeprecated)
       88    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:2427(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f3cd0a1a5e0}
       62    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/figure.py:482(get_tight_layout)
       28    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:147(_determine_longitude_bounds)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tokenize.py:220(compat)
       48    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:420(<listcomp>)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend.py:741(get_legend_handler)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/modularinteger.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:948(_find_range)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/linalg/linalg.py:82(_determine_error_states)
       36    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_add_newdocs.py:6744(<genexpr>)
       52    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:137(scale_from_extent)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ConfUncertainty.py:1(<module>)
       53    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/numeric.py:820(_outer_dispatcher)
       60    0.000    0.000    0.000    0.000 {cf_units._udunits2.are_convertible}
        7    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/_collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/repr.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/decorator.py:164(depends_on_deco)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/email/errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/function.py:1021(Derivative)
       40    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colorbar.py:462(_extend_lower)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:423(usesTime)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/expr.py:3864(_n2)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/sysconfig.py:121(_is_python_source_dir)
       26    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/shape_base.py:265(_apply_along_axis_dispatcher)
       27    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:534(bell)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/multidimensional.py:101(__call__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/fractionfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/pythonintegerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/simplify/ratsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:189(Ticks)
       52    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:619(<genexpr>)
       89    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/docstring.py:99(copy)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/interactive/printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/tri/tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/sparse/_index.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/argparse.py:2358(_get_values)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/functions/hypergeometric.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/pretty/pretty_symbology.py:427(<lambda>)
       32    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/__init__.py:21(get_projection_class)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:795(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/codeop.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/matrices/matrices.py:737(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/tensor/index_methods.py:1(<module>)
       95    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:285(<genexpr>)
       52    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4768(__str__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:72(__init__)
       48    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:431(<listcomp>)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:431(_format)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/functions/expintegrals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend.py:609(_set_loc)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/_type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/jscode.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapefile.py:101(u)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:207(_deprecated_property)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/glsl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:836(<genexpr>)
       68    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/enum.py:192(<genexpr>)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:334(__new__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/rationalfield.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/email/_policybase.py:94(_append_doc)
       42    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2._mpmath_normalize}
        4    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:234(set_data_interval)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axis_artist.py:875(set_axislabel_direction)
        4    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:3792(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/identification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:869(PathCollection)
       15    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/rcsetup.py:307(<listcomp>)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/rcsetup.py:284(validate_toolbar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/expr.py:122(__eq__)
       60    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:359(__str__)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/parasite_axes.py:52(parasite_axes_class_factory)
       60    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/_pylab_helpers.py:116(<listcomp>)
       49    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/__init__.py:3109(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/dateutil/tz/tz.py:41(tzutc)
       52    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:87(crs)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/commondialog.py:11(<module>)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:119(getLevelName)
       52    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:892(get_paths)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/shape_base.py:420(<listcomp>)
       78    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/signal.py:22(<lambda>)
       71    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       38    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/pkgutil.py:405(get_importer)
      2/1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/sets/ordinals.py:114(convert)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/spatial/__init__.py:104(<listcomp>)
        6    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:682(<genexpr>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axisline_style.py:83(AxislineStyle)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2028(IdentityTransform)
       30    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/distutils/version.py:312(<listcomp>)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/function.py:273(__new__)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/contour.py:1213(_process_levels)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/format.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/type_check.py:358(_getmaxmin)
       58    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/multiarray.py:929(ravel_multi_index)
       10    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/polar.py:120(__init__)
       32    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/fontconfig_pattern.py:145(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/quiver.py:255(QuiverKey)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/string.py:260(parse)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/arrayterator.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:193(finalize)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:896(x1)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:430(default_downloader)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/collection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:172(fibonacci)
       52    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:677(y_limits)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:894(acquire)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/matrices/expressions/matexpr.py:934(ZeroMatrix)
       24    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/compositedomain.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:595(make_mpf)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/asyncio/base_tasks.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/rcsetup.py:235(validate_fonttype)
       48    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:427(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:1652(CircleCollection)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/calculus/euler.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/os.py:682(__delitem__)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/_constrained_layout.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:1442(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/geo.py:434(LambertAxes)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyclasses.py:145(DMP)
       10    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:4335(__int__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cf_units/config.py:32(get_option)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/special/bessel.py:763(SphericalHankelBase)
       23    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:66(isLeaf)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:199(__rdiv__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/logic/inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/appdirs.py:6(<module>)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:1530(view_limits)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/unittest/signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/numbers.py:2280(__le__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/testing/_private/nosetester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/external/importtools.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/functions/rszeta.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:792(filter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:566(default_downloader)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/tri/tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/linalg/_matfuncs_sqrtm.py:1(<module>)
       49    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3188(parseImpl)
       78    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2052(leaveWhitespace)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/numbers.py:808(__hash__)
        9    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/pathlib.py:721(__fspath__)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axislines.py:189(__init__)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:901(y1)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_base.py:52(_init_aliases)
       10    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/numbers.py:2943(__hash__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/linalg/_decomp_ldl.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/topology.py:25(__init__)
       14    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:156(<lambda>)
       24    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:2916(is_dropsub)
       60    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/ctypes/__init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/PIL/Image.py:3144(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/simplify/epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:1818(TriMesh)
       49    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:724(<genexpr>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/tri/trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/concrete/gosper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/calendar.py:50(_localized_month)
        8    0.000    0.000    0.000    0.000 {method 'get_sfnt_table' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/getlimits.py:497(__init__)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_iv.py:29(convert_mpf_)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:201(get_view_interval)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/mul.py:32(_mulsort)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3164(__init__)
       94    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:4890(<genexpr>)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:1911(CombineVariables)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/enumerative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/__init__.py:46(__sympy_debug)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:496(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/misc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/pretty/pretty_symbology.py:193(<lambda>)
       54    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend.py:618(_get_loc)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:611(Misc)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/platform.py:972(_sys_version)
       15    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/enum.py:899(_power_of_two)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/solvers/bivariate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:738(<dictcomp>)
     16/6    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/iterables.py:289(postorder_traversal)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/__init__.py:992(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/numeric.py:2054(identity)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/_version.py:20(get_versions)
        4    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/grid_finder.py:275(<listcomp>)
        3    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/_lib/_testutils.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method posix.close}
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/Scoreboard.py:28(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/source.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:226(finalize)
        5    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/rcsetup.py:328(__call__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/pycode.py:78(AbstractPythonCodePrinter)
       26    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/mpl/geoaxes.py:1545(<lambda>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/spatial/kdtree.py:185(KDTree)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/special/delta_functions.py:19(DiracDelta)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/domains/simpledomain.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:883(<genexpr>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:932(PathPatch)
       20    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/argparse.py:579(format)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/__config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/differentiation.py:1(<module>)
